county,constituency,ward,no_of_polling_station_2017,no_of_registered_voters_2017,year_2017,no_of_polling_station_2022,no_of_registered_voters_2022,year_2022,change_polling,change_voters,pct_change_voters
LAMU,LAMU WEST,SHELLA,7.0,3366.0,2017.0,9,3632,2022,2.0,266.0,7.902554961378491
LAMU,LAMU WEST,WITU,19.0,8111.0,2017.0,26,9697,2022,7.0,1586.0,19.55369251633584
MACHAKOS,KANGUNDO,KANGUNDO CENTRAL,31.0,14603.0,2017.0,34,16502,2022,3.0,1899.0,13.004177223858113
MACHAKOS,KANGUNDO,KANGUNDO EAST,28.0,11422.0,2017.0,30,13340,2022,2.0,1918.0,16.792155489406408
MACHAKOS,KANGUNDO,KANGUNDO NORTH,31.0,13025.0,2017.0,33,14938,2022,2.0,1913.0,14.687140115163148
MACHAKOS,KANGUNDO,KANGUNDO WEST,30.0,14425.0,2017.0,33,16016,2022,3.0,1591.0,11.029462738301559
MACHAKOS,KATHIANI,KATHIANI CENTRAL,28.0,13812.0,2017.0,29,15070,2022,1.0,1258.0,9.10802200984651
MACHAKOS,KATHIANI,LOWER KAEWA/KAANI,28.0,12605.0,2017.0,30,14084,2022,2.0,1479.0,11.733439111463705
MACHAKOS,KATHIANI,MITABONI,30.0,15300.0,2017.0,34,16756,2022,4.0,1456.0,9.516339869281046
MACHAKOS,KATHIANI,UPPER KAEWA/IVETI,27.0,13192.0,2017.0,30,14314,2022,3.0,1122.0,8.505154639175258
MACHAKOS,MACHAKOS TOWN,KALAMA,35.0,16098.0,2017.0,41,17173,2022,6.0,1075.0,6.677848179898124
MACHAKOS,MACHAKOS TOWN,KOLA,23.0,10433.0,2017.0,24,10975,2022,1.0,542.0,5.1950541550848275
MACHAKOS,MACHAKOS TOWN,MACHAKOS CENTRAL,49.0,27204.0,2017.0,51,28309,2022,2.0,1105.0,4.061902661373328
MACHAKOS,MACHAKOS TOWN,MUA,28.0,13992.0,2017.0,31,15242,2022,3.0,1250.0,8.933676386506576
MACHAKOS,MACHAKOS TOWN,MUMBUNI NORTH,22.0,12640.0,2017.0,25,13778,2022,3.0,1138.0,9.003164556962025
MACHAKOS,MACHAKOS TOWN,MUTITUNI,25.0,13453.0,2017.0,27,14486,2022,2.0,1033.0,7.678584702296885
MACHAKOS,MACHAKOS TOWN,MUVUTI/KIIMA-KIMWE,31.0,16057.0,2017.0,33,17404,2022,2.0,1347.0,8.388864669614499
MACHAKOS,MASINGA,EKALAKALA,26.0,10093.0,2017.0,29,11265,2022,3.0,1172.0,11.612008322599822
MACHAKOS,MASINGA,KIVAA,53.0,16689.0,2017.0,54,18277,2022,1.0,1588.0,9.51524956558212
MACHAKOS,MASINGA,MASINGA CENTRAL,45.0,16591.0,2017.0,47,18410,2022,2.0,1819.0,10.96377554095594
MACHAKOS,MASINGA,MUTHESYA,20.0,7958.0,2017.0,20,8874,2022,0.0,916.0,11.510429756220155
MACHAKOS,MASINGA,NDITHINI,26.0,10658.0,2017.0,27,12053,2022,1.0,1395.0,13.088759617188966
MACHAKOS,MATUNGULU,KYELENI,17.0,7816.0,2017.0,19,9080,2022,2.0,1264.0,16.17195496417605
MACHAKOS,MATUNGULU,MATUNGULU EAST,27.0,11439.0,2017.0,29,12826,2022,2.0,1387.0,12.125185767986713
MACHAKOS,MATUNGULU,MATUNGULU NORTH,25.0,11472.0,2017.0,26,12504,2022,1.0,1032.0,8.99581589958159
MACHAKOS,MATUNGULU,MATUNGULU WEST,47.0,20118.0,2017.0,55,22817,2022,8.0,2699.0,13.41584650561686
MACHAKOS,MATUNGULU,TALA,29.0,15766.0,2017.0,36,18614,2022,7.0,2848.0,18.064188760624127
MACHAKOS,MAVOKO,ATHI RIVER,63.0,40132.0,2017.0,70,44603,2022,7.0,4471.0,11.140735572610385
MACHAKOS,MAVOKO,KINANIE,24.0,12663.0,2017.0,27,14831,2022,3.0,2168.0,17.120745478954436
MACHAKOS,MAVOKO,MUTHWANI,35.0,20020.0,2017.0,45,24402,2022,10.0,4382.0,21.88811188811189
MACHAKOS,MAVOKO,SYOKIMAU/MULOLONGO,67.0,45365.0,2017.0,73,48327,2022,6.0,2962.0,6.5292626474154085
MACHAKOS,MWALA,KIBAUNI,32.0,8707.0,2017.0,35,9976,2022,3.0,1269.0,14.574480303204318
MACHAKOS,MWALA,MAKUTANO/ MWALA,35.0,16061.0,2017.0,36,17815,2022,1.0,1754.0,10.920864205217608
MACHAKOS,MWALA,MASII,41.0,16965.0,2017.0,41,18523,2022,0.0,1558.0,9.183613321544357
MACHAKOS,MWALA,MBIUNI,36.0,15062.0,2017.0,38,16671,2022,2.0,1609.0,10.682512282565398
MACHAKOS,MWALA,MUTHETHENI,33.0,11276.0,2017.0,33,12571,2022,0.0,1295.0,11.484568996097908
MACHAKOS,MWALA,WAMUNYU,36.0,13202.0,2017.0,37,14342,2022,1.0,1140.0,8.635055294652325
MACHAKOS,YATTA,IKOMBE,43.0,16372.0,2017.0,52,18283,2022,9.0,1911.0,11.672367456633276
MACHAKOS,YATTA,KATANGI,27.0,10401.0,2017.0,39,11698,2022,12.0,1297.0,12.469954812037304
MACHAKOS,YATTA,KITHIMANI,34.0,17499.0,2017.0,39,19497,2022,5.0,1998.0,11.41779530258872
MACHAKOS,YATTA,MATUU,31.0,15260.0,2017.0,37,16826,2022,6.0,1566.0,10.262123197903014
MACHAKOS,YATTA,NDALANI,34.0,14408.0,2017.0,43,16093,2022,9.0,1685.0,11.694891726818433
MAKUENI,KAITI,ILIMA,33.0,11992.0,2017.0,34,13774,2022,1.0,1782.0,14.859906604402937
MAKUENI,KAITI,KEE,28.0,10899.0,2017.0,28,12212,2022,0.0,1313.0,12.04697678686118
MAKUENI,KAITI,KILUNGU,36.0,15529.0,2017.0,36,16858,2022,0.0,1329.0,8.558181466932835
MAKUENI,KAITI,UKIA,47.0,19532.0,2017.0,48,22344,2022,1.0,2812.0,14.396887159533073
MAKUENI,KIBWEZI EAST,IVINGONI/NZAMBANI,37.0,13772.0,2017.0,40,15827,2022,3.0,2055.0,14.921580017426663
MAKUENI,KIBWEZI EAST,MASONGALENI,37.0,12954.0,2017.0,40,14271,2022,3.0,1317.0,10.16674386289949
MAKUENI,KIBWEZI EAST,MTITO ANDEI,42.0,15512.0,2017.0,46,17622,2022,4.0,2110.0,13.602372356884992
MAKUENI,KIBWEZI EAST,THANGE,35.0,15390.0,2017.0,38,17020,2022,3.0,1630.0,10.591293047433398
MAKUENI,KIBWEZI WEST,EMALI/MULALA,30.0,15409.0,2017.0,30,16724,2022,0.0,1315.0,8.533973651761958
MAKUENI,KIBWEZI WEST,KIKUMBULYU NORTH,22.0,8736.0,2017.0,23,9889,2022,1.0,1153.0,13.198260073260073
MAKUENI,KIBWEZI WEST,KIKUMBULYU SOUTH,24.0,12610.0,2017.0,28,14056,2022,4.0,1446.0,11.467089611419508
MAKUENI,KIBWEZI WEST,MAKINDU,51.0,20432.0,2017.0,53,22953,2022,2.0,2521.0,12.338488645262334
MAKUENI,KIBWEZI WEST,NGUU/MASUMBA,34.0,11256.0,2017.0,37,13747,2022,3.0,2491.0,22.13041933191187
MAKUENI,KIBWEZI WEST,NGUUMO,33.0,12362.0,2017.0,35,14185,2022,2.0,1823.0,14.746804724154666
MAKUENI,KILOME,KASIKEU,45.0,20182.0,2017.0,51,23435,2022,6.0,3253.0,16.118323258349022
MAKUENI,KILOME,KIIMA KIU/KALANZONI,38.0,17376.0,2017.0,45,21259,2022,7.0,3883.0,22.346915285451196
MAKUENI,KILOME,MUKAA,25.0,12674.0,2017.0,29,14484,2022,4.0,1810.0,14.281205617800222
MAKUENI,MAKUENI,KATHONZWENI,36.0,12781.0,2017.0,36,14661,2022,0.0,1880.0,14.709334167905485
MAKUENI,MAKUENI,KITISE/KITHUKI,31.0,10353.0,2017.0,33,11691,2022,2.0,1338.0,12.923790205737468
MAKUENI,MAKUENI,MAVINDINI,29.0,9867.0,2017.0,29,11154,2022,0.0,1287.0,13.043478260869565
MAKUENI,MAKUENI,MBITINI,33.0,12700.0,2017.0,35,13770,2022,2.0,1070.0,8.425196850393702
MAKUENI,MAKUENI,MUVAU/KIKUUMINI,27.0,12102.0,2017.0,28,13583,2022,1.0,1481.0,12.237646669971905
MAKUENI,MAKUENI,NZAUI/KILILI/KALAMBA,37.0,16324.0,2017.0,42,18381,2022,5.0,2057.0,12.601078167115903
MAKUENI,MAKUENI,WOTE,32.0,16690.0,2017.0,36,19472,2022,4.0,2782.0,16.668663870581184
MAKUENI,MBOONI,KALAWA,46.0,12941.0,2017.0,48,14166,2022,2.0,1225.0,9.466038173247817
MAKUENI,MBOONI,KITETA/KISAU,46.0,17241.0,2017.0,50,20020,2022,4.0,2779.0,16.11855460820138
MAKUENI,MBOONI,KITHUNGO/KITUNDU,33.0,12359.0,2017.0,34,13472,2022,1.0,1113.0,9.005582975968931
MAKUENI,MBOONI,MBOONI,36.0,14825.0,2017.0,37,16441,2022,1.0,1616.0,10.900505902192242
MAKUENI,MBOONI,TULIMANI,42.0,16904.0,2017.0,44,18803,2022,2.0,1899.0,11.234027449124467
MAKUENI,MBOONI,WAIA-KAKO,35.0,11606.0,2017.0,36,13127,2022,1.0,1521.0,13.105290367051525
MANDERA,BANISSA,BANISSA,11.0,3252.0,2017.0,21,9898,2022,10.0,6646.0,204.36654366543667
MANDERA,BANISSA,DERKHALE,11.0,5372.0,2017.0,14,7068,2022,3.0,1696.0,31.571109456440805
MANDERA,BANISSA,GUBA,7.0,946.0,2017.0,7,1539,2022,0.0,593.0,62.684989429175474
MANDERA,BANISSA,KILIWEHIRI,10.0,4168.0,2017.0,23,7758,2022,13.0,3590.0,86.1324376199616
MANDERA,BANISSA,MALKAMARI,14.0,4738.0,2017.0,16,6440,2022,2.0,1702.0,35.92233009708738
MANDERA,LAFEY,ALANGO GOF,6.0,2842.0,2017.0,9,4478,2022,3.0,1636.0,57.56509500351865
MANDERA,LAFEY,FINO,5.0,1766.0,2017.0,8,2786,2022,3.0,1020.0,57.75764439411098
MANDERA,LAFEY,LAFEY,12.0,4856.0,2017.0,16,4932,2022,4.0,76.0,1.5650741350906094
MANDERA,LAFEY,SALA,3.0,1549.0,2017.0,6,2412,2022,3.0,863.0,55.71336346029696
MANDERA,LAFEY,WARANQARA,10.0,3308.0,2017.0,14,3956,2022,4.0,648.0,19.588875453446192
MANDERA,MANDERA EAST,ARABIA,11.0,3219.0,2017.0,12,4187,2022,1.0,968.0,30.071450761105933
MANDERA,MANDERA EAST,KHALALIO,19.0,7244.0,2017.0,28,11106,2022,9.0,3862.0,53.31308669243512
MANDERA,MANDERA EAST,LIBEHIA,10.0,4207.0,2017.0,14,6296,2022,4.0,2089.0,49.65533634418826
MANDERA,MANDERA EAST,NEBOI,17.0,10210.0,2017.0,22,11840,2022,5.0,1630.0,15.964740450538686
MANDERA,MANDERA EAST,TOWNSHIP,27.0,14085.0,2017.0,28,14790,2022,1.0,705.0,5.005324813631523
MANDERA,MANDERA NORTH,ASHABITO,19.0,10905.0,2017.0,17,7806,2022,-2.0,-3099.0,-28.418156808803303
MANDERA,MANDERA NORTH,GUTICHA,19.0,8450.0,2017.0,29,10038,2022,10.0,1588.0,18.792899408284025
MANDERA,MANDERA NORTH,MOROTHILE,5.0,2366.0,2017.0,6,2777,2022,1.0,411.0,17.371090448013522
MANDERA,MANDERA NORTH,RHAMU,36.0,20192.0,2017.0,36,15408,2022,0.0,-4784.0,-23.692551505546753
MANDERA,MANDERA NORTH,RHAMU-DIMTU,20.0,9318.0,2017.0,24,9187,2022,4.0,-131.0,-1.4058810903627388
MANDERA,MANDERA SOUTH,ELWAK NORTH,11.0,4543.0,2017.0,15,6279,2022,4.0,1736.0,38.21263482280431
MANDERA,MANDERA SOUTH,ELWAK SOUTH,17.0,6875.0,2017.0,20,6095,2022,3.0,-780.0,-11.345454545454546
MANDERA,MANDERA SOUTH,KUTULO,18.0,6247.0,2017.0,25,7123,2022,7.0,876.0,14.022730910837202
MANDERA,MANDERA SOUTH,SHIMBIR FATUMA,16.0,5518.0,2017.0,23,7853,2022,7.0,2335.0,42.316056542225446
MANDERA,MANDERA SOUTH,WARGADUD,9.0,2650.0,2017.0,17,7341,2022,8.0,4691.0,177.0188679245283
MANDERA,MANDERA WEST,DANDU,10.0,3934.0,2017.0,23,9544,2022,13.0,5610.0,142.60294865277072
MANDERA,MANDERA WEST,GITHER,13.0,6413.0,2017.0,26,8922,2022,13.0,2509.0,39.12365507562763
MANDERA,MANDERA WEST,LAGSURE,12.0,6725.0,2017.0,17,6746,2022,5.0,21.0,0.31226765799256506
MANDERA,MANDERA WEST,TAKABA,12.0,5494.0,2017.0,18,5683,2022,6.0,189.0,3.440116490717146
MANDERA,MANDERA WEST,TAKABA SOUTH,11.0,4250.0,2017.0,19,6742,2022,8.0,2492.0,58.635294117647064
MARSABIT,LAISAMIS,KARGI/SOUTH HORR,14.0,4765.0,2017.0,15,5327,2022,1.0,562.0,11.79433368310598
MARSABIT,LAISAMIS,KORR/NGURUNIT,22.0,8180.0,2017.0,25,9392,2022,3.0,1212.0,14.816625916870416
MARSABIT,LAISAMIS,LAISAMIS,16.0,5811.0,2017.0,16,6925,2022,0.0,1114.0,19.170538633625885
MARSABIT,LAISAMIS,LOGO LOGO,9.0,3411.0,2017.0,9,4133,2022,0.0,722.0,21.16681325124597
MARSABIT,LAISAMIS,LOIYANGALANI,18.0,5937.0,2017.0,21,7669,2022,3.0,1732.0,29.172982988041095
MARSABIT,MOYALE,BUTIYE,17.0,5971.0,2017.0,22,9614,2022,5.0,3643.0,61.01155585329091
MARSABIT,MOYALE,GOLBO,27.0,10954.0,2017.0,35,15692,2022,8.0,4738.0,43.253605988679936
MARSABIT,MOYALE,HEILLU/MANYATTA,24.0,11813.0,2017.0,22,10431,2022,-2.0,-1382.0,-11.698975704732074
MARSABIT,MOYALE,MOYALE TOWNSHIP,16.0,8979.0,2017.0,20,10237,2022,4.0,1258.0,14.010468871812007
MARSABIT,MOYALE,OBBU,14.0,4277.0,2017.0,16,4120,2022,2.0,-157.0,-3.670797287818564
MARSABIT,MOYALE,SOLOLO,17.0,7078.0,2017.0,20,8376,2022,3.0,1298.0,18.33851370443628
MARSABIT,MOYALE,URAN,21.0,6592.0,2017.0,26,7932,2022,5.0,1340.0,20.32766990291262
MARSABIT,NORTH HORR,DUKANA,23.0,7044.0,2017.0,26,8075,2022,3.0,1031.0,14.636570130607609
MARSABIT,NORTH HORR,ILLERET,10.0,2281.0,2017.0,11,3691,2022,1.0,1410.0,61.81499342393687
MARSABIT,NORTH HORR,MAIKONA,30.0,8572.0,2017.0,33,9865,2022,3.0,1293.0,15.083994400373307
MARSABIT,NORTH HORR,NORTH HORR,22.0,6987.0,2017.0,25,8547,2022,3.0,1560.0,22.327179046801202
MARSABIT,NORTH HORR,TURBI,16.0,5974.0,2017.0,23,6677,2022,7.0,703.0,11.767659859390694
MARSABIT,SAKU,KARARE,12.0,4018.0,2017.0,14,4723,2022,2.0,705.0,17.54604280736685
MARSABIT,SAKU,MARSABIT CENTRAL,30.0,15125.0,2017.0,36,16459,2022,6.0,1334.0,8.819834710743802
MARSABIT,SAKU,SAGANTE/JALDESA,26.0,7939.0,2017.0,31,9027,2022,5.0,1088.0,13.704496788008566
MERU,BUURI,KIBIRICHIA,30.0,13819.0,2017.0,30,14840,2022,0.0,1021.0,7.388378319704754
MERU,BUURI,KIIRUA/NAARI,31.0,14463.0,2017.0,34,15690,2022,3.0,1227.0,8.483717071147066
MERU,BUURI,KISIMA,38.0,16855.0,2017.0,41,18075,2022,3.0,1220.0,7.238208246811036
MERU,BUURI,RUIRI/RWARERA,25.0,10504.0,2017.0,25,11521,2022,0.0,1017.0,9.682025894897182
MERU,BUURI,TIMAU,37.0,20036.0,2017.0,42,22215,2022,5.0,2179.0,10.875424236374526
MERU,CENTRAL IMENTI,ABOTHUGUCHI CENTRAL,50.0,23306.0,2017.0,48,24397,2022,-2.0,1091.0,4.681197974770445
MERU,CENTRAL IMENTI,ABOTHUGUCHI WEST,26.0,10986.0,2017.0,52,24723,2022,26.0,13737.0,125.0409612233752
MERU,CENTRAL IMENTI,KIAGU,29.0,14175.0,2017.0,28,12318,2022,-1.0,-1857.0,-13.100529100529101
MERU,CENTRAL IMENTI,MWANGANTHIA,44.0,22013.0,2017.0,31,15057,2022,-13.0,-6956.0,-31.59950938082042
MERU,IGEMBE CENTRAL,AKIRANG'ONDU,28.0,13756.0,2017.0,34,15637,2022,6.0,1881.0,13.674033149171272
MERU,IGEMBE CENTRAL,ATHIRU RUUJINE,38.0,17794.0,2017.0,43,19920,2022,5.0,2126.0,11.94784758907497
MERU,IGEMBE CENTRAL,IGEMBE EAST,39.0,17736.0,2017.0,44,19964,2022,5.0,2228.0,12.562020748759586
MERU,IGEMBE CENTRAL,KANGETA,31.0,14198.0,2017.0,35,16103,2022,4.0,1905.0,13.417382729961966
MERU,IGEMBE CENTRAL,NJIA,45.0,20428.0,2017.0,47,21810,2022,2.0,1382.0,6.765224202075583
MERU,IGEMBE NORTH,AMWATHI,40.0,17025.0,2017.0,44,19121,2022,4.0,2096.0,12.311306901615271
MERU,IGEMBE NORTH,ANTUAMBUI,33.0,14992.0,2017.0,36,17113,2022,3.0,2121.0,14.147545357524013
MERU,IGEMBE NORTH,ANTUBETWE KIONGO,30.0,13303.0,2017.0,34,15108,2022,4.0,1805.0,13.568368037284822
MERU,IGEMBE NORTH,NAATHU,26.0,12032.0,2017.0,30,13879,2022,4.0,1847.0,15.350731382978724
MERU,IGEMBE NORTH,NTUNENE,22.0,9998.0,2017.0,24,11829,2022,2.0,1831.0,18.31366273254651
MERU,IGEMBE SOUTH,AKACHIU,27.0,12653.0,2017.0,33,14371,2022,6.0,1718.0,13.577807634553071
MERU,IGEMBE SOUTH,ATHIRU GAITI,28.0,12765.0,2017.0,35,14443,2022,7.0,1678.0,13.145319232275753
MERU,IGEMBE SOUTH,KANUNI,27.0,12773.0,2017.0,31,14585,2022,4.0,1812.0,14.186173960698348
MERU,IGEMBE SOUTH,KIEGOI/ANTUBOCHIU,33.0,14253.0,2017.0,40,16514,2022,7.0,2261.0,15.86332701887322
MERU,IGEMBE SOUTH,MAUA,29.0,15722.0,2017.0,34,17213,2022,5.0,1491.0,9.48352626892253
MERU,NORTH IMENTI,MUNICIPALITY,41.0,21454.0,2017.0,42,23655,2022,1.0,2201.0,10.25915913116435
MERU,NORTH IMENTI,NTIMA EAST,25.0,12855.0,2017.0,28,14904,2022,3.0,2049.0,15.939323220536755
MERU,NORTH IMENTI,NTIMA WEST,36.0,18601.0,2017.0,37,19161,2022,1.0,560.0,3.0105908284500833
MERU,NORTH IMENTI,NYAKI EAST,35.0,16567.0,2017.0,37,17329,2022,2.0,762.0,4.599505040140038
MERU,NORTH IMENTI,NYAKI WEST,40.0,19970.0,2017.0,41,21192,2022,1.0,1222.0,6.119178768152228
MERU,SOUTH IMENTI,ABOGETA EAST,38.0,19264.0,2017.0,41,21169,2022,3.0,1905.0,9.88891196013289
MERU,SOUTH IMENTI,ABOGETA WEST,35.0,17618.0,2017.0,40,19074,2022,5.0,1456.0,8.264275173118401
MERU,SOUTH IMENTI,IGOJI EAST,37.0,17121.0,2017.0,38,18203,2022,1.0,1082.0,6.319724315168507
MERU,SOUTH IMENTI,IGOJI WEST,25.0,11958.0,2017.0,26,12496,2022,1.0,538.0,4.499080113731393
MERU,SOUTH IMENTI,MITUNGUU,25.0,12820.0,2017.0,32,14078,2022,7.0,1258.0,9.812792511700467
MERU,SOUTH IMENTI,NKUENE,56.0,28633.0,2017.0,63,30622,2022,7.0,1989.0,6.9465302273600384
MERU,TIGANIA EAST,KARAMA,28.0,11558.0,2017.0,30,12810,2022,2.0,1252.0,10.832323931476035
MERU,TIGANIA EAST,KIGUCHWA,21.0,10316.0,2017.0,23,11544,2022,2.0,1228.0,11.903838697169446
MERU,TIGANIA EAST,MIKINDURI,32.0,16924.0,2017.0,41,18246,2022,9.0,1322.0,7.811392105885133
MERU,TIGANIA EAST,MUTHARA,42.0,17831.0,2017.0,44,19902,2022,2.0,2071.0,11.614603779933823
MERU,TIGANIA EAST,THANGATHA,40.0,19291.0,2017.0,45,21025,2022,5.0,1734.0,8.988647555855062
MERU,TIGANIA WEST,AKITHII,31.0,15645.0,2017.0,37,16709,2022,6.0,1064.0,6.80089485458613
MERU,TIGANIA WEST,ATHWANA,16.0,7815.0,2017.0,20,9123,2022,4.0,1308.0,16.73704414587332
MERU,TIGANIA WEST,KIANJAI,40.0,19172.0,2017.0,46,21037,2022,6.0,1865.0,9.727727936574171
MERU,TIGANIA WEST,MBEU,20.0,9401.0,2017.0,25,10384,2022,5.0,983.0,10.45633443250718
MERU,TIGANIA WEST,NKOMO,24.0,12081.0,2017.0,28,13030,2022,4.0,949.0,7.855309990894793
MIGORI,AWENDO,CENTRAL SAKWA,26.0,13028.0,2017.0,27,14623,2022,1.0,1595.0,12.24286152901443
MIGORI,AWENDO,NORTH SAKWA,22.0,10041.0,2017.0,24,11768,2022,2.0,1727.0,17.199482123294494
MIGORI,AWENDO,SOUTH SAKWA,34.0,15270.0,2017.0,38,17750,2022,4.0,2480.0,16.240995415848065
MIGORI,AWENDO,WEST SAKWA,19.0,9954.0,2017.0,25,11831,2022,6.0,1877.0,18.856741008639744
MIGORI,KURIA EAST,GOKEHARAKA/GETAMBWEGA,16.0,6530.0,2017.0,19,7962,2022,3.0,1432.0,21.92955589586524
MIGORI,KURIA EAST,NTIMARU EAST,9.0,4803.0,2017.0,11,5591,2022,2.0,788.0,16.406412658754945
MIGORI,KURIA EAST,NTIMARU WEST,15.0,7272.0,2017.0,17,8628,2022,2.0,1356.0,18.646864686468646
MIGORI,KURIA EAST,NYABASI EAST,18.0,7271.0,2017.0,21,8930,2022,3.0,1659.0,22.816668958877734
MIGORI,KURIA EAST,NYABASI WEST,22.0,9278.0,2017.0,24,10865,2022,2.0,1587.0,17.104979521448588
MIGORI,KURIA WEST,BUKIRA CENTRL/IKEREGE,14.0,6520.0,2017.0,15,7865,2022,1.0,1345.0,20.62883435582822
MIGORI,KURIA WEST,BUKIRA EAST,14.0,7043.0,2017.0,17,8957,2022,3.0,1914.0,27.17591935254863
MIGORI,KURIA WEST,ISIBANIA,15.0,7579.0,2017.0,16,9169,2022,1.0,1590.0,20.97902097902098
MIGORI,KURIA WEST,MAKERERO,11.0,4747.0,2017.0,14,6056,2022,3.0,1309.0,27.575310722561618
MIGORI,KURIA WEST,MASABA,21.0,7737.0,2017.0,24,9214,2022,3.0,1477.0,19.090086596872172
MIGORI,KURIA WEST,NYAMOSENSE/KOMOSOKO,23.0,9169.0,2017.0,25,11203,2022,2.0,2034.0,22.183444214200023
MIGORI,KURIA WEST,TAGARE,19.0,8262.0,2017.0,20,9780,2022,1.0,1518.0,18.373275236020334
MIGORI,NYATIKE,GOT KACHOLA,21.0,9276.0,2017.0,25,10923,2022,4.0,1647.0,17.755498059508408
MIGORI,NYATIKE,KACHIEN'G,19.0,8659.0,2017.0,24,10551,2022,5.0,1892.0,21.850098163760247
MIGORI,NYATIKE,KALER,8.0,4307.0,2017.0,11,5727,2022,3.0,1420.0,32.969584397492454
MIGORI,NYATIKE,KANYASA,18.0,6595.0,2017.0,21,7748,2022,3.0,1153.0,17.482941622441242
MIGORI,NYATIKE,MACALDER/KANYARWANDA,25.0,10880.0,2017.0,29,13187,2022,4.0,2307.0,21.204044117647058
MIGORI,NYATIKE,MUHURU,18.0,8786.0,2017.0,25,10183,2022,7.0,1397.0,15.900295925335762
MIGORI,NYATIKE,NORTH KADEM,29.0,12974.0,2017.0,37,15113,2022,8.0,2139.0,16.486819793433018
MIGORI,RONGO,CENTRAL KAMAGAMBO,27.0,15127.0,2017.0,34,19077,2022,7.0,3950.0,26.112249619884974
MIGORI,RONGO,EAST KAMAGAMBO,29.0,13547.0,2017.0,35,16141,2022,6.0,2594.0,19.14815088211412
MIGORI,RONGO,NORTH KAMAGAMBO,16.0,8463.0,2017.0,22,10426,2022,6.0,1963.0,23.195084485407065
MIGORI,RONGO,SOUTH KAMAGAMBO,25.0,11275.0,2017.0,31,13537,2022,6.0,2262.0,20.06208425720621
MIGORI,SUNA EAST,GOD JOPE,19.0,8738.0,2017.0,22,10344,2022,3.0,1606.0,18.379491874570842
MIGORI,SUNA EAST,KAKRAO,31.0,14464.0,2017.0,41,16948,2022,10.0,2484.0,17.173672566371682
MIGORI,SUNA EAST,KWA,15.0,7473.0,2017.0,19,8929,2022,4.0,1456.0,19.48347383915429
MIGORI,SUNA EAST,SUNA CENTRAL,30.0,15859.0,2017.0,34,18244,2022,4.0,2385.0,15.03877924207075
MIGORI,SUNA WEST,RAGANA-ORUBA,29.0,16663.0,2017.0,37,20216,2022,8.0,3553.0,21.322690992018245
MIGORI,SUNA WEST,WASIMBETE,20.0,8780.0,2017.0,23,10771,2022,3.0,1991.0,22.676537585421414
MIGORI,SUNA WEST,WASWETA II,16.0,9174.0,2017.0,25,12007,2022,9.0,2833.0,30.88074994549815
MIGORI,SUNA WEST,WIGA,23.0,11413.0,2017.0,31,13692,2022,8.0,2279.0,19.96845702269342
MIGORI,URIRI,CENTRAL KANYAMKAGO,16.0,7930.0,2017.0,25,10295,2022,9.0,2365.0,29.823455233291295
MIGORI,URIRI,EAST KANYAMKAGO,11.0,5541.0,2017.0,16,7489,2022,5.0,1948.0,35.15610900559466
MIGORI,URIRI,NORTH KANYAMKAGO,32.0,12970.0,2017.0,40,16336,2022,8.0,3366.0,25.952197378565923
MIGORI,URIRI,SOUTH KANYAMKAGO,26.0,13109.0,2017.0,36,16057,2022,10.0,2948.0,22.48836677092074
MIGORI,URIRI,WEST KANYAMKAGO,25.0,12126.0,2017.0,34,14886,2022,9.0,2760.0,22.761009401286493
MOMBASA,CHANGAMWE,AIRPORT,26.0,16606.0,2017.0,29,18557,2022,3.0,1951.0,11.748765506443453
MOMBASA,CHANGAMWE,CHAANI,33.0,21449.0,2017.0,37,22873,2022,4.0,1424.0,6.639004149377594
MOMBASA,CHANGAMWE,CHANGAMWE,29.0,17586.0,2017.0,31,18182,2022,2.0,596.0,3.389059479131127
MOMBASA,CHANGAMWE,KIPEVU,22.0,13608.0,2017.0,26,16132,2022,4.0,2524.0,18.54791299235744
MOMBASA,CHANGAMWE,PORT REITZ,26.0,17082.0,2017.0,29,17817,2022,3.0,735.0,4.3027748507200565
MOMBASA,JOMVU,JOMVU KUU,36.0,22269.0,2017.0,40,24243,2022,4.0,1974.0,8.864340563114643
MOMBASA,JOMVU,MIKINDANI,46.0,30139.0,2017.0,54,32794,2022,8.0,2655.0,8.809184113606955
MOMBASA,JOMVU,MIRITINI,27.0,16899.0,2017.0,31,18048,2022,4.0,1149.0,6.799218888691638
MOMBASA,KISAUNI,BAMBURI,28.0,17685.0,2017.0,32,20470,2022,4.0,2785.0,15.74780887757987
MOMBASA,KISAUNI,JUNDA,37.0,23979.0,2017.0,41,25602,2022,4.0,1623.0,6.7684223695733765
MOMBASA,KISAUNI,MAGOGONI,23.0,14846.0,2017.0,23,15105,2022,0.0,259.0,1.7445776640172435
MOMBASA,KISAUNI,MJAMBERE,34.0,22384.0,2017.0,34,22692,2022,0.0,308.0,1.3759828448892066
MOMBASA,KISAUNI,MTOPANGA,28.0,17539.0,2017.0,32,19474,2022,4.0,1935.0,11.03255601801699
MOMBASA,KISAUNI,MWAKIRUNGE,9.0,4946.0,2017.0,11,6423,2022,2.0,1477.0,29.862515163768705
MOMBASA,KISAUNI,SHANZU,39.0,24772.0,2017.0,41,25510,2022,2.0,738.0,2.9791700306798
MOMBASA,LIKONI,BOFU,28.0,18060.0,2017.0,29,18188,2022,1.0,128.0,0.70874861572536
